id,user_id,app_name,folder_name,file_name,operation_type,manual_typing_count,manual_typing_time,copy_paste_count,duration_seconds,idle_time_seconds,context_switch_count,cpu_usage_percent,memory_usage_mb,browser_tab_count,is_processed,received_at,click_count,scroll_count,mouse_distance,right_click_count,shortcut_key_count,shortcut_details
74524,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786718842.5904734,20,0,0,15,2,
74523,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786719142.5904734,20,0,0,15,2,
74522,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786719442.5904734,20,0,0,15,2,
74521,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786719742.5904734,20,0,0,15,2,
74520,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786720042.5904734,20,0,0,15,2,
74519,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786720342.5904734,20,0,0,15,2,
74518,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786720642.5904734,20,0,0,15,2,
74517,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786720942.5904734,20,0,0,15,2,
74516,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786721242.5904734,20,0,0,15,2,
74515,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786721542.5904734,20,0,0,15,2,
74514,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786721842.5904734,20,0,0,15,2,
74513,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786722142.5904734,20,0,0,15,2,
74512,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786722442.5904734,20,0,0,15,2,
74511,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786722742.5904734,20,0,0,15,2,
74510,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786723042.5904734,20,0,0,15,2,
74509,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786723342.5904734,20,0,0,15,2,
74508,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786723642.5904734,20,0,0,15,2,
74507,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786723942.5904734,20,0,0,15,2,
74506,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786724242.5904734,20,0,0,15,2,
74505,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786724542.5904734,20,0,0,15,2,
74504,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786724842.5904734,20,0,0,15,2,
74503,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786725142.5904734,20,0,0,15,2,
74502,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786725442.5904734,20,0,0,15,2,
74501,test_user_sysops_01,EXCEL.EXE,,月次サーバー稼働報告書.xlsx,手動入力/コピペ,50,0,5,300,0,0,,,0,0,1786725742.5904734,20,0,0,15,2,
74500,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,20.2,14184.4921875,0,0,1786715605.3682299,0,0,0,0,0,{}
74499,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.8,14200.890625,0,0,1786715600.327149,0,0,0,0,0,{}
74498,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,24.6,14188.5078125,0,0,1786715595.2909212,0,0,0,0,0,{}
74497,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,27.9,14176.17578125,0,0,1786715590.273718,0,0,0,0,0,{}
74496,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,40.9,14191.73828125,0,0,1786715585.2322955,0,0,0,0,0,{}
74495,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,30.2,14296.37109375,0,0,1786715580.1841168,0,0,0,0,0,{}
74494,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,14.8,14210.68359375,0,0,1786715575.1688604,0,0,0,0,0,{}
74493,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,23.3,14213.4296875,0,0,1786715570.1471102,0,0,0,0,0,{}
74492,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,22.1,14193.33984375,0,0,1786715565.0958512,0,0,0,0,0,{}
74491,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,18.0,14219.42578125,0,0,1786715560.0319812,0,0,0,0,0,{}
74490,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,18.2,14175.51171875,0,0,1786715554.9894533,0,0,0,0,0,{}
74489,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,18.8,14181.76953125,0,0,1786715549.927878,0,0,0,0,0,{}
74488,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,34.9,14163.35546875,0,0,1786715544.870442,0,0,0,0,0,{}
74487,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,20.9,14169.60546875,0,0,1786715539.8182182,0,0,0,0,0,{}
74486,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,22.6,14180.046875,0,0,1786715534.7966695,0,0,0,0,0,{}
74485,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,19.9,14179.2109375,0,0,1786715529.7511475,0,0,0,0,0,{}
74484,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,20.0,14177.7421875,0,0,1786715524.7286558,0,0,0,0,0,{}
74483,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,16.2,14205.1640625,0,0,1786715519.6786673,0,0,0,0,0,{}
74482,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,18.4,14187.90625,0,0,1786715514.615667,0,0,0,0,0,{}
74481,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,19.1,14222.44140625,0,0,1786715509.5376945,0,0,0,0,0,{}
74480,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,18.5,14272.6171875,0,0,1786715504.4851692,0,0,0,0,0,{}
74479,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,20.9,14286.14453125,0,0,1786715499.4396474,0,0,0,0,0,{}
74478,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,30.1,14334.54296875,0,0,1786715494.4156475,0,0,0,0,0,{}
74477,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,55.2,14515.17578125,0,0,1786715489.388906,0,0,0,0,0,{}
74476,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity Auth Success - Google Chrome,macro,0,0,0,5,0,0,59.9,14485.2421875,0,0,1786715484.3458588,0,0,0,0,0,{}
74475,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,ログイン - Google アカウント - Google Chrome,macro,0,0,0,5,0,0,39.5,14315.37109375,0,0,1786715479.288996,0,0,0,0,0,{}
74474,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,ログイン - Google アカウント - Google Chrome,macro,0,0,0,5,0,0,82.2,14307.0703125,0,0,1786715474.2161865,0,0,0,0,0,{}
74473,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,63.4,14050.09375,0,0,1786715469.0417168,0,0,0,0,0,{}
74472,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,29.2,13690.81640625,0,0,1786715463.9942229,0,0,0,0,0,{}
74471,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,ログイン - Google アカウント - Google Chrome,macro,0,0,0,5,0,0,37.2,13803.03515625,0,0,1786715458.9723306,0,0,0,0,0,{}
74470,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,21.5,13670.96875,0,0,1786715453.9492617,0,0,0,0,0,{}
74469,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,34.1,13666.12109375,0,0,1786715448.9149537,0,0,0,0,0,{}
74468,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,29.0,13637.67578125,0,0,1786715443.8976822,0,0,0,0,0,{}
74467,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,24.4,13660.04296875,0,0,1786715438.8823838,0,0,0,0,0,{}
74466,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,21.7,13677.16015625,0,0,1786715433.838651,0,0,0,0,0,{}
74465,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.1,13689.92578125,0,0,1786715428.7961433,0,0,0,0,0,{}
74464,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,20.0,13690.4296875,0,0,1786715423.7364554,0,0,0,0,0,{}
74463,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,24.1,13685.9140625,0,0,1786715418.7208855,0,0,0,0,0,{}
74462,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,29.3,13668.98828125,0,0,1786715413.6788568,0,0,0,0,0,{}
74461,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,無題 - Google Chrome,macro,0,0,0,5,0,0,27.9,13603.77734375,0,0,1786715408.628739,0,0,0,0,0,{}
74460,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,無題 - Google Chrome,macro,0,0,0,5,0,0,23.2,13577.50390625,0,0,1786715403.5728066,0,0,0,0,0,{}
74459,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,無題 - Google Chrome,macro,0,0,0,5,0,0,36.0,13571.046875,0,0,1786715398.5213463,0,0,0,0,0,{}
74458,ea8b1d32-6645-4ae3-8ca7-276260105c75,python.exe,,ForestTaskMiningSystem,macro,0,0,0,5,0,0,28.8,13583.9765625,0,0,1786715393.4755907,0,0,0,0,0,{}
74457,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,127.0.0.1 - Google Chrome,macro,0,0,0,5,0,0,40.6,13529.22265625,0,0,1786715387.3291192,0,0,0,0,0,{}
74456,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,Google Antigravity - Download - Google Chrome,macro,0,0,0,5,0,0,32.8,13528.24609375,0,0,1786715382.309317,0,0,0,0,0,{}
74455,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,127.0.0.1 - Google Chrome,micro_event,0,0,1,0,0,0,0.0,0.0,0,0,1786715378.2446194,0,0,0,0,0,{}
74454,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,0.0,13786.375,0,0,1786715377.2409768,0,0,0,0,0,{}
74453,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,18.4,14364.40234375,0,0,1786714424.8648615,0,0,0,0,0,{}
74452,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,23.9,14361.5390625,0,0,1786714419.8239021,0,0,0,0,0,{}
74451,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,18.6,14367.0859375,0,0,1786714414.8077016,0,0,0,0,0,{}
74450,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,21.8,14370.8671875,0,0,1786714409.7683501,0,0,0,0,0,{}
74449,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,18.7,14371.21875,0,0,1786714404.7152965,0,0,0,0,0,{}
74448,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,18.3,14382.7265625,0,0,1786714399.698739,0,0,0,0,0,{}
74447,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,23.0,14385.671875,0,0,1786714394.6528158,0,0,0,0,0,{}
74446,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,25.9,14387.9921875,0,0,1786714389.6367264,0,0,0,0,0,{}
74445,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,30.0,14340.30078125,0,0,1786714384.6196885,0,0,0,0,0,{}
74444,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,32.3,14354.9609375,0,0,1786714379.603661,0,0,0,0,0,{}
74443,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,33.2,14382.70703125,0,0,1786714374.559262,0,0,0,0,0,{}
74442,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,18.6,14362.9375,0,0,1786714369.5384803,0,0,0,0,0,{}
74441,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,19.7,14338.90625,0,0,1786714364.5228367,0,0,0,0,0,{}
74440,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,16.8,14358.91796875,0,0,1786714359.4663568,0,0,0,0,0,{}
74439,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.6,14346.453125,0,0,1786714354.4272566,0,0,0,0,0,{}
74438,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.2,14374.96484375,0,0,1786714349.381522,0,0,0,0,0,{}
74437,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,30.4,14396.1328125,0,0,1786714344.3322606,0,0,0,0,0,{}
74436,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.0,14396.58984375,0,0,1786714339.2843187,0,0,0,0,0,{}
74435,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,32.0,14424.68359375,0,0,1786714334.2674816,0,0,0,0,0,{}
74434,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.5,14471.2734375,0,0,1786714329.2195656,0,0,0,0,0,{}
74433,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,42.2,14451.17578125,0,0,1786714324.178363,0,0,0,0,0,{}
74432,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,32.1,14392.1640625,0,0,1786714319.1135817,0,0,0,0,0,{}
74431,ea8b1d32-6645-4ae3-8ca7-276260105c75,explorer.exe,,システム トレイ オーバーフロー ウィンドウ。,macro,0,0,0,5,0,0,30.4,14388.0703125,0,0,1786714314.071508,0,0,0,0,0,{}
74430,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,詳細DX抽出レポート - 20260727 (ミクロビュー) - Google Chrome,macro,0,0,0,5,0,0,30.7,14344.3125,0,0,1786714309.0184238,0,0,0,0,0,{}
74429,ea8b1d32-6645-4ae3-8ca7-276260105c75,chrome.exe,,無題 - Google Chrome,macro,0,0,0,5,0,0,29.4,14283.30859375,0,0,1786714304.0030336,0,0,0,0,0,{}
74428,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,19.5,14218.6328125,0,0,1786714298.964921,0,0,0,0,0,{}
74427,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,20.8,14207.3203125,0,0,1786714293.9266803,0,0,0,0,0,{}
74426,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,16.5,14231.046875,0,0,1786714288.8744526,0,0,0,0,0,{}
74425,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,19.9,14208.06640625,0,0,1786714283.8595297,0,0,0,0,0,{}
74424,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,18.4,14254.140625,0,0,1786714278.8190129,0,0,0,0,0,{}
74423,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,19.9,14234.85546875,0,0,1786714273.7791812,0,0,0,0,0,{}
74422,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,18.3,14236.97265625,0,0,1786714268.7365184,0,0,0,0,0,{}
74421,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,20.3,14245.640625,0,0,1786714263.688878,0,0,0,0,0,{}
74420,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,22.1,14265.85546875,0,0,1786714258.6510708,0,0,0,0,0,{}
74419,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,21.7,14230.6328125,0,0,1786714253.6051936,0,0,0,0,0,{}
74418,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,28.2,14244.58203125,0,0,1786714248.5860631,0,0,0,0,0,{}
74417,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,20.6,14220.5859375,0,0,1786714243.5307071,0,0,0,0,0,{}
74416,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,28.5,14237.03515625,0,0,1786714238.4913821,0,0,0,0,0,{}
74415,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,36.4,14175.265625,0,0,1786714233.459108,0,0,0,0,0,{}
74414,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,33.7,14092.40625,0,0,1786714228.422039,0,0,0,0,0,{}
74413,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,19.5,13991.8203125,0,0,1786714223.3857915,0,0,0,0,0,{}
74412,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,30.4,14084.0546875,0,0,1786714218.3461604,0,0,0,0,0,{}
74411,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,19.4,14043.8671875,0,0,1786714213.3097546,0,0,0,0,0,{}
74410,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,30.3,14070.45703125,0,0,1786714208.271819,0,0,0,0,0,{}
74409,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,19.9,14071.640625,0,0,1786714203.2344906,0,0,0,0,0,{}
74408,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,40.4,14055.23046875,0,0,1786714198.207253,0,0,0,0,0,{}
74407,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,21.1,14051.13671875,0,0,1786714193.1695552,0,0,0,0,0,{}
74406,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,31.9,14053.60546875,0,0,1786714188.1238453,0,0,0,0,0,{}
74405,ea8b1d32-6645-4ae3-8ca7-276260105c75,Antigravity IDE.exe,,Antigravity IDE,macro,0,0,0,5,0,0,23.4,14044.22265625,0,0,1786714183.0739965,0,0,0,0,0,{}
