Timestamp,ActiveApp,EventType,TargetName,Metadata,AI解析要約
2026-08-10 14:22:40,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab],Tabキーを2回押して2セル右に移動している。
2026-08-10 14:22:52,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[enter][enter],Enterキーを2回押して確定またはセル移動している。
2026-08-10 14:22:57,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l],左Ctrlキーを37回押下している。
2026-08-10 14:23:01,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab],Tabキーを5回押して5セル右に移動している。
2026-08-10 14:23:11,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを19回押して19セル右に移動している。
2026-08-10 14:23:22,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][Ctrl+Z][Ctrl+Z][Ctrl+Z][enter][enter][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],**Ctrl+Zキーを押して元に戻す操作を実行している**。**Ctrl+Zキーを押して元に戻す操作を実行している**。**Ctrl+Zキーを押して元に戻す操作を実行している**。Enterキーを2回押して確定またはセル移動している。Tabキーを21回押して21セル右に移動している。
2026-08-10 14:23:48,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを23回押して23セル右に移動している。
2026-08-10 14:24:37,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][down][left][left],右方向キーを17回押して17セル右に移動している。下方向キーを1回押して1セル下に移動している。左方向キーを2回押して2セル左に移動している。
2026-08-10 14:25:31,msedge.exe,KeyLog,検索結果 - s.mishima@forest.co.jp - フォーレスト株式会社 メール および他 6 ページ - 職場 - Microsoft​ Edge,Keys:sakamoto[space][enter][enter],『sakamoto 』とキーボードで手入力し、Enterキーを2回押して確定している。
2026-08-10 14:27:06,msedge.exe,KeyLog,検索結果 - s.mishima@forest.co.jp - フォーレスト株式会社 メール および他 6 ページ - 職場 - Microsoft​ Edge,"Keys:[backspace][backspace][backspace]nagareya,a[space][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace][backspace]nagareyama[enter][enter]","Backspaceキーを3回押下している。『nagareya,a 』とキーボードで手入力し、Backspaceキーを17回押下している。『nagareyama』とキーボードで手入力し、Enterキーを2回押して確定している。"
2026-08-10 14:30:26,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left],左方向キーを19回押して19セル左に移動している。
2026-08-10 14:30:38,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][down][enter][enter][up][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][down][down][down][down][down][down][down][down][down][down][down][down][down][down][down][down][ctrl_l],左方向キーを1回押して1セル左に移動している。下方向キーを1回押して1セル下に移動している。Enterキーを2回押して確定またはセル移動している。上方向キーを1回押して1セル上に移動している。Shiftキーを10回押下している。下方向キーを16回押して16セル下に移動している。左Ctrlキーを1回押下している。
2026-08-10 14:30:54,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left],左方向キーを1回押して1セル左に移動している。
2026-08-10 14:31:06,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][up][down],右方向キーを1回押して1セル右に移動している。上方向キーを1回押して1セル上に移動している。下方向キーを1回押して1セル下に移動している。
2026-08-10 14:31:14,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right],右方向キーを1回押して1セル右に移動している。
2026-08-10 14:32:14,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][right][right][right][right][right][right][left][left][left][left][left][left][left][left],右方向キーを8回押して8セル右に移動している。左方向キーを8回押して8セル左に移動している。
2026-08-10 14:32:16,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[up],上方向キーを1回押して1セル上に移動している。
2026-08-10 14:32:44,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:3 chars, Data:[1  ...]",クリップボードに『1 ...』というデータをコピーしている (サイズ: 3文字)。
2026-08-10 14:32:45,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+C],左Ctrlキーを19回押下している。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:32:54,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][shift][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+V][ctrl_l][Ctrl+C],Shiftキーを76回押下している。左Ctrlキーを7回押下している。**Ctrl+Vキーを押して貼り付け操作を実行している**。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:32:58,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][Ctrl+V],**Ctrl+Vキーを押して貼り付け操作を実行している**。
2026-08-10 14:33:06,EXCEL.EXE,KeyLog,,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを19回押して19セル右に移動している。
2026-08-10 14:33:09,EXCEL.EXE,KeyLog,,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを17回押して17セル右に移動している。
2026-08-10 14:33:13,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab],Tabキーを1回押して1セル右に移動している。
2026-08-10 14:33:22,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを16回押して16セル右に移動している。
2026-08-10 14:33:26,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab],Tabキーを1回押して1セル右に移動している。
2026-08-10 14:33:30,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを21回押して21セル右に移動している。
2026-08-10 14:33:38,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down],下方向キーを1回押して1セル下に移動している。
2026-08-10 14:34:13,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[enter][enter][enter][enter][enter][enter],Enterキーを6回押して確定またはセル移動している。
2026-08-10 14:35:30,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down],下方向キーを1回押して1セル下に移動している。
2026-08-10 14:35:38,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][shift][shift][down],左Ctrlキーを1回押下している。Shiftキーを3回押下している。下方向キーを1回押して1セル下に移動している。
2026-08-10 14:35:41,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l],左Ctrlキーを19回押下している。
2026-08-10 14:35:48,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],下方向キーを1回押して1セル下に移動している。Tabキーを39回押して39セル右に移動している。
2026-08-10 14:36:32,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][left][left][left][left][left][left][up][right][right][right][down][right][right][left][left][right][right][right][left][left][left][left][left][left][left][right][right][right][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][right][right][right][up][ctrl_l][right][down][left],下方向キーを2回押して2セル下に移動している。左方向キーを37回押して37セル左に移動している。上方向キーを2回押して2セル上に移動している。右方向キーを15回押して15セル右に移動している。左Ctrlキーを1回押下している。右方向キーを1回押して1セル右に移動している。下方向キーを1回押して1セル下に移動している。左方向キーを1回押して1セル左に移動している。
2026-08-10 14:37:19,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l],左Ctrlキーを8回押下している。
2026-08-10 14:37:33,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][right][right][right][right][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][left],左方向キーを24回押して24セル左に移動している。右方向キーを27回押して27セル右に移動している。
2026-08-10 14:37:47,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[enter][enter],Enterキーを2回押して確定またはセル移動している。
2026-08-10 14:37:51,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[up],上方向キーを1回押して1セル上に移動している。
2026-08-10 14:37:54,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][right][right][right],左方向キーを3回押して3セル左に移動している。右方向キーを3回押して3セル右に移動している。
2026-08-10 14:37:58,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:/[enter][enter],『/』とキーボードで手入力し、Enterキーを2回押して確定またはセル移動している。
2026-08-10 14:38:07,EXCEL.EXE,KeyLog,,Keys:[left][left][left][left][left][left][left][left][right][right][right][right][right][right][right],左方向キーを8回押して8セル左に移動している。右方向キーを7回押して7セル右に移動している。
2026-08-10 14:38:13,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[enter][enter],Enterキーを2回押して確定またはセル移動している。
2026-08-10 14:38:17,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][left][left][up][up][up][up][up][up][up][up][up][up][up][up][up],左方向キーを3回押して3セル左に移動している。上方向キーを13回押して13セル上に移動している。
2026-08-10 14:38:28,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:5117 chars, Data:[J901WR	日仏貿易/P5-02/ﾍﾟﾘｴ 瓶 330ml	6	2026/8/18  415776	京ｾﾗ/TK-5141K/ﾄﾅｰｶｰﾄﾘｯｼﾞ ﾌﾞﾗｯｸ	6	2026/8/18  J992RN...]",クリップボードに『J901WR	日仏貿易/P5-02/ﾍﾟﾘｴ 瓶 330ml	6	2026/8/18  415776	京ｾﾗ/TK-5141K/ﾄﾅｰｶｰﾄﾘｯｼﾞ ﾌﾞﾗｯｸ	6	2026/8/18  J992RN...』というデータをコピーしている (サイズ: 5117文字)。
2026-08-10 14:38:29,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][down][ctrl_l][shift][down][down][up][right][right][right][right][left][ctrl_l][Ctrl+C],左方向キーを1回押して1セル左に移動している。下方向キーを1回押して1セル下に移動している。現在のセルから下方向へデータが途切れるまで選択している (**Ctrl+Shift+下方向キーを押下している**)。下方向キーを1回押して1セル下に移動している。上方向キーを1回押して1セル上に移動している。右方向キーを4回押して4セル右に移動している。左方向キーを1回押して1セル左に移動している。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:38:33,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][down],左Ctrlキーを5回押下している。下方向キーを1回押して1セル下に移動している。
2026-08-10 14:38:41,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][down][down][left][up][ctrl_l][shift][up][left][ctrl_l] [down][right][right][right][up][ctrl_l][shift][up],左Ctrlキーを4回押下している。下方向キーを2回押して2セル下に移動している。左方向キーを1回押して1セル左に移動している。上方向キーを1回押して1セル上に移動している。現在のセルから上方向へデータが途切れるまで選択している (**Ctrl+Shift+上方向キーを押下している**)。左方向キーを1回押して1セル左に移動している。左Ctrlキーを1回押下している。 スペースキーを押下している。下方向キーを1回押して1セル下に移動している。右方向キーを3回押して3セル右に移動している。上方向キーを1回押して1セル上に移動している。現在のセルから上方向へデータが途切れるまで選択している (**Ctrl+Shift+上方向キーを押下している**)。
2026-08-10 14:38:41,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:3 chars, Data:[6  ...]",クリップボードに『6 ...』というデータをコピーしている (サイズ: 3文字)。
2026-08-10 14:38:43,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][Ctrl+C][ctrl_l][shift][down],**Ctrl+Cキーで『6 ...』をコピーしている**。現在のセルから下方向へデータが途切れるまで選択している (**Ctrl+Shift+下方向キーを押下している**)。
2026-08-10 14:38:54,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][up][right]zaiko[space]ti-mu[enter][enter][left][left][ctrl_l][down][down][left][ctrl_l][down][down][up][right][right][ctrl_l][shift][up][right][ctrl_l] [up],左Ctrlキーを1回押下している。上方向キーを1回押して1セル上に移動している。右方向キーを1回押して1セル右に移動している。『zaiko ti-mu』とキーボードで手入力し、Enterキーを2回押して確定またはセル移動している。左方向キーを2回押して2セル左に移動している。左Ctrlキーを1回押下している。下方向キーを2回押して2セル下に移動している。左方向キーを1回押して1セル左に移動している。左Ctrlキーを1回押下している。下方向キーを2回押して2セル下に移動している。上方向キーを1回押して1セル上に移動している。右方向キーを2回押して2セル右に移動している。現在のセルから上方向へデータが途切れるまで選択している (**Ctrl+Shift+上方向キーを押下している**)。右方向キーを1回押して1セル右に移動している。左Ctrlキーを1回押下している。 スペースキーを押下している。上方向キーを1回押して1セル上に移動している。
2026-08-10 14:39:00,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][right][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],下方向キーを1回押して1セル下に移動している。右方向キーを1回押して1セル右に移動している。Tabキーを20回押して20セル右に移動している。
2026-08-10 14:39:10,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][right][down][left][left][left][ctrl_l][down][down][down][delete],現在のセルから右方向へデータが途切れるまで選択している (**Ctrl+Shift+右方向キーを押下している**)。下方向キーを1回押して1セル下に移動している。左方向キーを3回押して3セル左に移動している。左Ctrlキーを1回押下している。下方向キーを3回押して3セル下に移動している。Deleteキーを押下している。
2026-08-10 14:39:13,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:4 chars, Data:[解消  ...]",クリップボードに『解消 ...』というデータをコピーしている (サイズ: 4文字)。
2026-08-10 14:39:16,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][Ctrl+C][ctrl_l][up][down][down][down][down][shift][down][ctrl_l][Ctrl+V][up],**Ctrl+Cキーで『解消 ...』をコピーしている**。上方向キーを1回押して1セル上に移動している。下方向キーを4回押して4セル下に移動している。Shiftキーを1回押下している。下方向キーを1回押して1セル下に移動している。**Ctrl+Vキーを押して貼り付け操作を実行している**。上方向キーを1回押して1セル上に移動している。
2026-08-10 14:39:31,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right],右方向キーを1回押して1セル右に移動している。
2026-08-10 14:39:33,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[right][right][up][up][up][up],右方向キーを2回押して2セル右に移動している。上方向キーを4回押して4セル上に移動している。
2026-08-10 14:39:38,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab],Tabキーを16回押して16セル右に移動している。
2026-08-10 14:39:44,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[left][down][shift][right][ctrl_l][down][ctrl_l][ctrl_l][ctrl_l][Ctrl+C],左方向キーを1回押して1セル左に移動している。下方向キーを1回押して1セル下に移動している。Shiftキーを1回押下している。右方向キーを1回押して1セル右に移動している。左Ctrlキーを1回押下している。下方向キーを1回押して1セル下に移動している。左Ctrlキーを3回押下している。**Ctrl+Cキーを押してコピー操作を実行している**。
2026-08-10 14:39:47,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:2199 chars, Data:[9608AJ	ﾌﾗﾝｸﾘﾝ/PAD52968C2/FS Tour Dynasty 14mm Pink  120523	ｱｻﾋﾋﾞｰﾙ/ﾌﾞﾗｯｸﾆｯｶ ｸﾘｱﾊｲﾎﾞｰﾙ 9度 350ml  9604...]",クリップボードに『9608AJ	ﾌﾗﾝｸﾘﾝ/PAD52968C2/FS Tour Dynasty 14mm Pink  120523	ｱｻﾋﾋﾞｰﾙ/ﾌﾞﾗｯｸﾆｯｶ ｸﾘｱﾊｲﾎﾞｰﾙ 9度 350ml  9604...』というデータをコピーしている (サイズ: 2199文字)。
2026-08-10 14:39:47,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][shift][up][right][down][ctrl_l][Ctrl+C],左Ctrlキーを1回押下している。Shiftキーを2回押下している。上方向キーを1回押して1セル上に移動している。右方向キーを1回押して1セル右に移動している。下方向キーを1回押して1セル下に移動している。**Ctrl+Cキーを押してコピー操作を実行している**。
