Timestamp,ActiveApp,EventType,TargetName,Metadata
2026-08-10 14:47:01,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:951 chars, Data:[J1420X  J664MS  J6891W  J6892W  J6893W  J6895W  J6896W  J745MS  J750MS  J3581Y  J3582Y  J4404N  J133...]"
2026-08-10 14:47:02,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][left][left][left][left][left][left][right][right][right][ctrl_l][down][down][up][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][left][left][ctrl_l][shift][up][down][down][ctrl_l][Ctrl+C][alt_l][tab]
2026-08-10 14:47:07,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[alt_l][tab]
2026-08-10 14:47:12,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:2466 chars, Data:[YONEX ﾖﾈｯｸｽ/TMP30BOX-005/ﾏｯｽﾙﾊﾟﾜｰﾎﾞｰﾙ30  TOEI LIGHT ﾄｰｴｲﾗｲﾄ/TOE-B2844/B2844/ﾊﾞﾚｰﾎﾞｰﾙﾈｯﾄ  TOEI LIGHT ...]"
2026-08-10 14:47:14,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][left][left][left][left][left][left][left][left][left][left][left][left][left][left][right][right][ctrl_l][down][down][up][right][ctrl_l][shift][up][down][ctrl_l][Ctrl+C][alt_l][tab]
2026-08-10 14:47:26,EXCEL.EXE,Copy,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,"Size:496 chars, Data:[1893AY  7378AX  7539AX  7541AR  7542AR  7730AR  7732AR  7824AX  7940AR  7997AR  8021AR  8027AR  8041...]"
2026-08-10 14:47:28,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][down][down][up][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][right][ctrl_l][shift][up][down][down][ctrl_l][Ctrl+C]
2026-08-10 14:47:36,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[down][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left][left]
2026-08-10 14:48:01,EXCEL.EXE,Copy,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,"Size:105 chars, Data:[J068WF	ﾀﾞｲﾆﾁ/業務用石油ｽﾄｰﾌﾞ/FM-10C3-H  J069WF	ﾀﾞｲﾆﾁ/業務用石油ｽﾄｰﾌﾞ/FM-19C3-H  J070WF	ﾀﾞｲﾆﾁ/業務用石油ｽﾄｰﾌﾞ/FM-19N...]"
2026-08-10 14:48:02,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+C]
2026-08-10 14:48:07,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[alt_l][tab]
2026-08-10 14:48:09,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:129 chars, Data:[メーカー出荷8/27以降のため	蟹江	8/6先行でマスタ対応済、リストへの追加のみ  メーカー出荷8/27以降のため	蟹江	8/6先行でマスタ対応済、リストへの追加のみ  メーカー出荷8/27以降のた...]"
2026-08-10 14:48:13,EXCEL.EXE,Copy,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,"Size:24 chars, Data:[J068WF  J069WF  J070WF  ...]"
2026-08-10 14:48:14,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][Ctrl+C][alt_l][tab][ctrl_l][Ctrl+V][alt_l][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][ctrl_l][Ctrl+C][alt_l][tab]
2026-08-10 14:48:22,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][up]
2026-08-10 14:48:26,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][down][down][left][up][ctrl_l][shift][up][shift][left][ctrl_l]
2026-08-10 14:48:28,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:53 chars, Data:[9734	2026/8/10	938379	皇漢堂薬品/ﾋﾞﾀﾐﾝC錠2000 ｸﾆｷﾁ 180錠	1  ...]"
2026-08-10 14:48:29,EXCEL.EXE,KeyLog,,Keys:[shift][left][left][left][left][left][left][left][left][left][ctrl_l][Ctrl+C][ctrl_l][shift][down]
2026-08-10 14:48:36,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][up][ctrl_l][down]
2026-08-10 14:48:40,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:21779 chars, Data:[9734	2026/8/10	J901WR	日仏貿易/P5-02/ﾍﾟﾘｴ 瓶 330ml	6	46252	8月10日	在庫ﾁｰﾑ	10JF	E	0	16 	蟹江	0	0	0	0	0	2					1	...]"
2026-08-10 14:48:41,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][shift][up][up][down][ctrl_l][Ctrl+X]
2026-08-10 14:48:46,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:107 chars, Data:[#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...]"
2026-08-10 14:48:49,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][right][Ctrl+C][left][down][ctrl_l][ctrl_l][ctrl_l][ctrl_l][down][down][right][up]
2026-08-10 14:48:53,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][up][up][down][down][up]
2026-08-10 14:48:59,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+V][ctrl_l][Ctrl+C]
2026-08-10 14:48:59,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:22397 chars, Data:[#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...]"
2026-08-10 14:49:02,EXCEL.EXE,Copy,,"Size:22030 chars, Data:[#N/A	#N/A	33,924,636	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A					0	#N/A		#VALUE!	#N/A	#N/A	#N/A	#N/A...]"
2026-08-10 14:49:02,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][Ctrl+C]
2026-08-10 14:49:14,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:49:16,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:17 chars, Data:[0	#N/A		#VALUE!  ...]"
2026-08-10 14:49:20,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+C][down][down][ctrl_l][shift][down][Ctrl+V][ctrl_l][Ctrl+C]
2026-08-10 14:49:20,EXCEL.EXE,Copy,,"Size:170641 chars, Data:[0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!...]"
2026-08-10 14:49:43,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][shift][shift][shift][shift][up][down][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][tab]
2026-08-10 14:49:49,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:8 chars, Data:[J232WF  ...]"
2026-08-10 14:49:49,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[ctrl_l][Ctrl+C]
2026-08-10 14:49:52,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][Ctrl+F][Ctrl+V][enter]
2026-08-10 14:49:57,EXCEL.EXE,Copy,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,"Size:8 chars, Data:[JK4814  ...]"
2026-08-10 14:50:00,EXCEL.EXE,KeyLog,コピー ～ 長期欠品設定解除依頼.xlsx - Excel,Keys:[ctrl_l][Ctrl+C][alt_l][tab][ctrl_l][Ctrl+F][Ctrl+V][enter]
2026-08-10 14:50:03,explorer.exe,PotentialTransfer (Paste),,"Source: EXCEL.EXE, Data:[JK4814  ...]"
2026-08-10 14:50:03,explorer.exe,KeyLog,,Keys:[alt_l][tab]
2026-08-10 14:50:07,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][left][left][left][left]
2026-08-10 14:50:10,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][down]
2026-08-10 14:50:19,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:50:35,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab]
2026-08-10 14:50:53,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:50:58,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab]
2026-08-10 14:51:03,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l]
2026-08-10 14:51:26,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l]
2026-08-10 14:51:29,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l]
2026-08-10 14:51:36,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][tab][tab][tab]
2026-08-10 14:51:42,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[down][tab]
2026-08-10 14:51:58,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[ctrl_l][shift][shift][shift][shift][shift][up][down][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l]
2026-08-10 14:52:03,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:52:40,EXCEL.EXE,KeyLog,0810長期欠品管理表.xlsb - Excel,Keys:[tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab][tab]
2026-08-10 14:52:43,EXCEL.EXE,Copy,0810長期欠品管理表.xlsb - Excel,"Size:17 chars, Data:[0	#N/A		#VALUE!  ...]"
2026-08-10 14:52:50,EXCEL.EXE,Copy,,"Size:167416 chars, Data:[0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!  0	#N/A		#VALUE!...]"
2026-08-10 14:52:50,EXCEL.EXE,KeyLog,,Keys:[ctrl_l][ctrl_l][ctrl_l][Ctrl+C][down][down][down][down][up][up][up][down][ctrl_l][shift][down][ctrl_l][ctrl_l][Ctrl+V][Ctrl+C]
2026-08-10 14:53:03,explorer.exe,KeyLog,,Keys:[ctrl_l][ctrl_l][ctrl_l][ctrl_l][ctrl_l][Ctrl+S]
